Sigfox;Serial;No;Pac;RTS;Serial;No
00C76693;57B191CF73EBB2FD;0000001221134408;null;54;IceMeter;Pulse
00C766A8;21A9ED03B0890863;0000001221134508;null;65;IceMeter;Pulse
00C7671F;CB42EC1CF01DC135;0000001621143378;null;47;IceMeter;Pulse
00C76723;C8BE52463BAB2B6C;0000001421136895;null;17;IceMeter;Pulse
00C7672F;22A68D8BB78BF413;0000001421136879;null;20;IceMeter;Pulse
00C76738;7F9D7BC9495CA173;0000001421136704;null;78;IceMeter;Pulse
00C76741;19C093DF9AF99102;0000001621143305;null;46;IceMeter;Pulse
00C76865;BC5A006FACB6D79C;0000001221134387;null;50;IceMeter;Pulse
00C7686E;1DC56FB0CA743249;0000001221135492;null;79;IceMeter;Pulse
00C768C3;83FA0DDA8BDE9024;0000001221134428;null;79;IceMeter;Pulse
00C768C7;60178EFD2EE5E4ED;0000001221134720;null;23;IceMeter;Pulse
00C768C8;93E1C967168EE878;0000001321136074;null;49;IceMeter;Pulse
00C768CC;79D04B1F0EB495DE;0000001221134434;null;22;IceMeter;Pulse
00C768CD;26240020EAF4EE81;0000001221135388;null;65;IceMeter;Pulse
00C768D1;0BAE1456FDF0B6E1;0000001121133328;null;69;IceMeter;Pulse
00C768D3;A21002BA4BECF156;0000001121133219;null;56;IceMeter;Pulse
00C76951;A8EC8ACC83F88E86;0000001421136917;null;49;IceMeter;Pulse
00C76955;51CC369552E14AAC;0000001421136708;null;74;IceMeter;Pulse
00C76958;77DCBA80CD117CB0;0000001421136748;null;35;IceMeter;Pulse
00C7695F;DB07B372CDFBD1A3;0000001621143312;null;79;IceMeter;Pulse
00C76963;F45EC4224917A652;0000001421136688;null;71;IceMeter;Pulse
00C76A91;577076EF2AF7CFFE;0000001221134548;null;66;IceMeter;Pulse
00C76A98;2363402945B3473B;0000001221135494;null;71;IceMeter;Pulse
00C76A9F;D9159B120BAA937F;0000001121133304;null;47;IceMeter;Pulse
00C76AA4;13F9A60C0938E3A6;0000001221135526;null;58;IceMeter;Pulse
00C76AAB;DD9EC8830C08AE80;0000001221135533;null;69;IceMeter;Pulse
00C76C93;F043E7B7B76A0D1E;0000001421137128;null;35;IceMeter;Pulse
00C76D2B;F21428DFE3D621A7;0000001121133634;null;55;IceMeter;Pulse
00C76D45;B77EF70360CDB373;0000001121133150;null;60;IceMeter;Pulse
00C76F5C;A019EE944AF40E25;0000001121132874;null;9;IceMeter;Pulse
00C77103;ADFAF62DE75D483C;0000001221134482;null;68;IceMeter;Pulse
00C77122;A1592ADF38A530BA;0000001321136394;null;73;IceMeter;Pulse
00C77366;66FF16B4DFB1D362;0000001221135493;null;79;IceMeter;Pulse
00C77C03;DC2591EB41B6E3CA;0000001221134502;null;12;IceMeter;Pulse
00C77C07;F89F9169750E5064;0000001221134505;null;11;IceMeter;Pulse
00C77C11;E7A9BC75AAFEF34A;0000001121134041;null;60;IceMeter;Pulse
00C77E43;EBED7FD267FCE4B1;0000001221134472;null;20;IceMeter;Pulse
00C77F18;D4589ADA663E1CE6;0000001421137097;null;48;IceMeter;Pulse
00C77F1F;FD1B08215A10CFEE;0000001421137135;null;16;IceMeter;Pulse
00C78B33;4D9FC1B435CE8F24;0000001421136628;null;58;IceMeter;Pulse
00C78C98;F2C8BBBD8E3F3422;0000001421136714;null;76;IceMeter;Pulse
00C78CAB;170F9659714748A4;0000001421137679;null;39;IceMeter;Pulse
00C78CAE;32C484AD4EA89BEE;0000001421136701;null;74;IceMeter;Pulse
00C78E4D;6195AB95680B7B6B;0000001421137688;null;45;IceMeter;Pulse
00C7900B;0A1D159731907932;0000001421137721;null;49;IceMeter;Pulse
00C7937C;32EB51C3B3482D1C;0000001221134724;null;13;IceMeter;Pulse
00C79384;1C65411FE1A4552C;0000001121133812;null;70;IceMeter;Pulse
00C79387;A8B865325AF72633;0000001221134513;null;75;IceMeter;Pulse
00C79404;F8C9E5E3B08ADDE5;0000001421136725;null;70;IceMeter;Pulse
00C79418;16D557F42D2DF895;0000001421137684;null;56;IceMeter;Pulse
00C79532;A883EA3E16616E9E;0000001121133804;null;77;IceMeter;Pulse
00C796FA;61B9BAFB40B5C677;0000001121132888;null;33;IceMeter;Pulse
00C796FB;523B7226CE9B1405;0000001221134577;null;45;IceMeter;Pulse
00C79702;9254093BE95DD038;0000001221134594;null;18;IceMeter;Pulse
00C79706;0E503BD2FE183E18;0000001221134504;null;11;IceMeter;Pulse
00C79708;85B27CD2D1ED9E53;0000001021130264;null;67;IceMeter;Pulse
00C79713;F90C303FF898D494;0000001221134509;null;54;IceMeter;Pulse
00C79716;87F49BA32CF76F29;0000001221134588;null;77;IceMeter;Pulse
00C79717;7A58D3320E429D11;0000001121134313;null;19;IceMeter;Pulse
00C79719;F077E8B665FF0C36;0000001121133217;null;56;IceMeter;Pulse
00C7971A;CEF85BEC16A92E47;0000001221134409;null;34;IceMeter;Pulse
00C797B4;7A0288F79E74D1C2;0000001121134215;null;38;IceMeter;Pulse
00C797B5;804D80D9ADDD1B25;0000001021130363;null;7;IceMeter;Pulse
00C797B8;CC70BCFC3722BF5E;0000001221134406;null;45;IceMeter;Pulse
00C797B9;D47A99085BCE09A3;0000001221134590;null;54;IceMeter;Pulse
00C797BB;69108B1F95D6E25B;0000001221134617;null;9;IceMeter;Pulse
00C797C2;5EA60E4BCE967250;0000001221134411;null;23;IceMeter;Pulse
00C797CA;3CFE4C772735AC2B;0000001221134442;null;72;IceMeter;Pulse
00C79830;87073B9A1048304C;0000001421136754;null;36;IceMeter;Pulse
00C7987A;E9810AAF3D98C19D;0000001221134512;null;49;IceMeter;Pulse
00C79883;9599DD3A2706D8C9;0000001121134240;null;38;IceMeter;Pulse
00C7988F;9550CE5645A22F0D;0000001121133216;null;53;IceMeter;Pulse
00C7989A;6ED31A7C7791A267;0000001121133215;null;52;IceMeter;Pulse
00C79986;B2FA3A2B0233693F;0000001221134592;null;14;IceMeter;Pulse
00C79991;F1D5B1FF26E3C866;0000001121132635;null;52;IceMeter;Pulse
00C79A8B;9207451EAB367B5C;0000001221134567;null;49;IceMeter;Pulse
00C79A92;0238D2F0FB55655B;0000001121132665;null;77;IceMeter;Pulse
00C79A94;00CAB6AC87F246ED;0000001221135480;null;71;IceMeter;Pulse
00C79AA1;DC2638986D73107D;0000001221134573;null;56;IceMeter;Pulse
00C79AA4;56B6FB44BFE30ED0;0000001121133359;null;67;IceMeter;Pulse
00C79BD4;12374A9C079E1D46;0000001121133212;null;52;IceMeter;Pulse
00C79BDD;3E13086F4B26C7B1;0000001121132880;null;35;IceMeter;Pulse
00C79BE3;20443511A9F264C7;0000001121133220;null;53;IceMeter;Pulse
00C79CA3;6DFF84E82D4ABDCE;0000000521117738;null;5;IceMeter;Pulse
00C7A5E7;F85EAFBF01277957;0000001321136327;null;55;IceMeter;Pulse
00C7A5E9;16FF164302DDDA9A;0000001121133623;null;56;IceMeter;Pulse
00C7A694;F356BA391779732A;0000001121133653;null;77;IceMeter;Pulse
00C7A699;05FBC0C06B0FC14E;0000001121134168;null;53;IceMeter;Pulse
00C7A6F3;99A7FF320DE5F200;0000001421136769;null;33;IceMeter;Pulse
00C7AB63;5C226ADCFB56695B;0000001421137134;null;25;IceMeter;Pulse
00C7B39B;39567D51595DC599;0000001421137133;null;22;IceMeter;Pulse
00C7B3A0;BE05EA40522F42F1;0000001421137127;null;14;IceMeter;Pulse
00C7B41A;2A379C01BF273193;0000001421137211;null;33;IceMeter;Pulse
00C7B420;0838F644F0049645;0000001421137169;null;15;IceMeter;Pulse
00C7B696;D8099E00A159B6A7;0000001421137138;null;16;IceMeter;Pulse
00C7B6AB;DF15C3206034D1EC;0000001421137090;null;54;IceMeter;Pulse
00C7B702;B7E7803768AECFAC;0000001421137111;null;79;IceMeter;Pulse
00C7B77A;252566397368D20F;0000001421137125;null;18;IceMeter;Pulse
00C7B868;B5158D165355C6BA;0000001421137677;null;54;IceMeter;Pulse
00C7B86C;4688B1FAB233DD03;0000001421137681;null;53;IceMeter;Pulse
00C7B875;D3F3FA055AB5E4B0;0000001421137689;null;24;IceMeter;Pulse
00C7B89B;B220F4C59081D154;0000001421137658;null;22;IceMeter;Pulse
00C7B91F;CA0498F03F81002D;0000001421137126;null;35;IceMeter;Pulse
00C7B931;200F017037E65B6F;0000001621143400;null;72;IceMeter;Pulse
00C7B95B;616648AECB929A57;0000001421137142;null;22;IceMeter;Pulse
00C7B9FA;9322855BECE6ADA8;0000001421137144;null;14;IceMeter;Pulse
00C7BA5D;CC03D79098CE86F4;0000001121134235;null;47;IceMeter;Pulse
00C7BEEA;FED4336152494DD0;0000001421136557;null;67;IceMeter;Pulse
00C7BEF2;7DE82D6CBD4C367B;0000001421137710;null;53;IceMeter;Pulse
00C7BF37;8140533E5798287A;0000001421137139;null;14;IceMeter;Pulse
00C7C126;0C87E98A9674FE53;0000001421137718;null;39;IceMeter;Pulse
00C7C38E;C76A89DE4581F452;0000001421137751;null;36;IceMeter;Pulse
00C7C5C0;377C8587A24824E1;0000001421137294;null;55;IceMeter;Pulse
00C7C5C5;1780888321F098B4;0000001421137713;null;66;IceMeter;Pulse
00C7C5DD;74B613C9375D64F5;0000001421136949;null;10;IceMeter;Pulse
00C7C7AA;CD8EA848A2AFA2E3;0000001421136874;null;15;IceMeter;Pulse
00C7C7B7;15E523868DED80DA;0000001421136776;null;22;IceMeter;Pulse
00C7C7BE;B0E805621786F519;0000001421136881;null;17;IceMeter;Pulse
00C7C7EC;99F4D62C5108C38E;0000001421137748;null;51;IceMeter;Pulse
00C7C804;6C396C711D965223;0000001421136875;null;19;IceMeter;Pulse
00C7C9DA;2EB6B6380B0BD61D;0000001421136867;null;17;IceMeter;Pulse
00C7CC63;6F42D46C601A6BD0;0000001621143355;null;80;IceMeter;Pulse
00C7D51A;53E6B96E36668197;0000001421137427;null;63;IceMeter;Pulse
00C7D754;887E1E6D8CA95B13;0000001621143534;null;55;IceMeter;Pulse
00C7D913;5CF286DF8BCFC88E;0000001321136352;null;23;IceMeter;Pulse
00C7D91B;F5F7CBA777FE9033;0000001321136154;null;9;IceMeter;Pulse
00C7D976;7743718A70D5626A;0000001421137363;null;27;IceMeter;Pulse
00C7D977;32B42AC20C93607F;0000001421137653;null;39;IceMeter;Pulse
00C7D980;FC41B899E40FFD57;0000001621143313;null;78;IceMeter;Pulse
00C7D982;A47B065D60A37C49;0000001621143356;null;68;IceMeter;Pulse
00C7D987;094064D66E0EB8AF;0000001421137506;null;17;IceMeter;Pulse
00C7DB35;C7455D90A0DDC0E6;0000001321136317;null;65;IceMeter;Pulse
00C7DB36;781CFBED9DB122E3;0000001221134566;null;23;IceMeter;Pulse
00C7DB3D;E6D776FC65070754;0000001221134560;null;23;IceMeter;Pulse
00C7DB51;5A4F9AC76F3220E2;0000001021130308;null;67;IceMeter;Pulse
00C7DBB1;3B8832DA40C4F140;0000001421137637;null;54;IceMeter;Pulse
00C7DFFE;28FCC0D4A7C09E06;0000001421137395;null;74;IceMeter;Pulse
00C7E233;1BB071925A162715;0000001621143537;null;40;IceMeter;Pulse
00C7E46C;3513D50E0324B617;0000001421137732;null;34;IceMeter;Pulse
00C7E474;B989CAD8C02B0DB6;0000001421137511;null;11;IceMeter;Pulse
00C7E476;FF4367C2FAF835B3;0000001421137726;null;51;IceMeter;Pulse
00C7E697;F3040623365C0B50;0000001421137647;null;66;IceMeter;Pulse
00C7E6A5;EB3DC24D89551341;0000001421137469;null;48;IceMeter;Pulse
00C7E891;212482933AACB4EE;0000001421136659;null;57;IceMeter;Pulse
00C7E893;7647BE7BF4596ABA;0000001421136622;null;65;IceMeter;Pulse
00C7E8C0;C331C3E05DC46317;0000001421137641;null;23;IceMeter;Pulse
00C7E8CE;AC2EC3EE5BE15DBD;0000001421137263;null;8;IceMeter;Pulse
00C7EAA5;AE36F8B4050CFE92;0000001621143367;null;77;IceMeter;Pulse
00C7F164;32BAAC204F8A3C82;0000001621143379;null;47;IceMeter;Pulse
00C7F38B;CA96C23DE26D18C5;0000001621143377;null;79;IceMeter;Pulse
00C7F3A6;497B93EC2C4FEFF9;0000001621143308;null;57;IceMeter;Pulse
00C7F3AA;A6A24A9B1A6CEBD9;0000001621143368;null;51;IceMeter;Pulse
00C7FA39;07D347E08516763D;0000001621143394;null;69;IceMeter;Pulse
00C800C5;C0844DE16FA19949;0000001421136925;null;19;IceMeter;Pulse
00C80BCA;7CF8566C301233A2;0000001421137304;null;22;IceMeter;Pulse
00C817BD;32FD3BC927624F8E;0000001421137321;null;35;IceMeter;Pulse
00C81C64;BCD7A3E7D15C642E;0000001421137310;null;46;IceMeter;Pulse
00C81C68;A1C9B6E287E903C1;0000001421137502;null;10;IceMeter;Pulse
00C81E3A;507EA5D25BBAB8D2;0000001421137722;null;38;IceMeter;Pulse
00C8265C;B65323D3232EE65A;0000001421137295;null;76;IceMeter;Pulse
00C82767;094C5D5622BCF989;0000001421137633;null;58;IceMeter;Pulse
00C82779;78C4764E49650FE2;0000001421137621;null;74;IceMeter;Pulse
00C828F8;267BA6A03DE2E428;0000001421137356;null;54;IceMeter;Pulse
00C82AC9;016538C1C7787E7A;0000001421137479;null;46;IceMeter;Pulse
00C82AD5;2B3B4DE8E70E648A;0000001421137455;null;47;IceMeter;Pulse
00C82AD9;70AFDF55829E1CAF;0000001421137650;null;50;IceMeter;Pulse
00C82B4D;54443242A0955638;0000001421137380;null;45;IceMeter;Pulse
00C82BC3;A80DCE7629C77F5E;0000001421137257;null;35;IceMeter;Pulse
00C82D65;D739A35062BE161D;0000001221135155;null;24;IceMeter;Pulse
00C82D6F;A82B461F2FED7C25;0000001421137325;null;20;IceMeter;Pulse
00C82D71;7369A446A4AB8027;0000001421137619;null;55;IceMeter;Pulse
00C8345E;C0050C9DB9801281;0000001421137316;null;27;IceMeter;Pulse
00C83469;A4EF9A2813F84A50;0000001421137284;null;25;IceMeter;Pulse
00C83474;662B95A1DEA4517A;0000001421137725;null;48;IceMeter;Pulse
00C83551;AA4157AAADE4C0AD;0000001421137071;null;8;IceMeter;Pulse
00C835C2;EF4B17A94E79B380;0000001421137737;null;14;IceMeter;Pulse
00C84C67;BA2ABA3ECF4E3FD0;0000001221135206;null;9;IceMeter;Pulse
00C84C6D;CB9D0DEBA5DE2BB0;0000001221134571;null;55;IceMeter;Pulse
00C84C71;5FC20B1C903F73ED;0000001221135212;null;19;IceMeter;Pulse
00C84C73;8486B13CE6B1E9C5;0000001221134417;null;37;IceMeter;Pulse
00C84C74;099E5F190882EA91;0000001221134412;null;21;IceMeter;Pulse
00C84C77;7D1CD19AD8F71C2D;0000001221134488;null;50;IceMeter;Pulse
00C84C7D;7ED8F95689270E47;0000001121134343;null;11;IceMeter;Pulse
00C84C83;6B96A248F03CEF51;0000001221135210;null;13;IceMeter;Pulse
00C84C87;61293E2460B9CB9F;0000001121132646;null;75;IceMeter;Pulse
00C84EA4;008955035DA2CB12;0000001121132679;null;71;IceMeter;Pulse
00C8515E;6627AD4DF03096D8;0000001421136904;null;17;IceMeter;Pulse
00C85170;B4AA97CFCD3B9B1C;0000001621143340;null;58;IceMeter;Pulse
00C85313;84226756CDEE882D;0000001121132137;null;10;IceMeter;Pulse
00C85316;1D5FDEF0A3CA6CB0;0000001221135209;null;13;IceMeter;Pulse
00C85317;91D28EE10FDA3963;0000001121132143;null;35;IceMeter;Pulse
00C8531C;3EE8D0B151C6E700;0000000821126103;null;6;IceMeter;Pulse
00C853A6;56383E150B7BBA51;0000001621143531;null;38;IceMeter;Pulse
00C853AC;91469FC05BF3D419;0000001621143533;null;40;IceMeter;Pulse
00C85528;CEFDB38D51B9D53B;0000001121132129;null;15;IceMeter;Pulse
00C8552B;B05C6A35A4F1B6AC;0000001121132686;null;57;IceMeter;Pulse
00C8552F;60BE571AC4D715EF;0000001121132142;null;7;IceMeter;Pulse
00C85566;497AE2463CE14885;0000000821125870;null;5;IceMeter;Pulse
00C855BF;D3DEA30225906A40;0000001421137391;null;47;IceMeter;Pulse
00C855D0;333533A166F80DE9;0000001421137418;null;77;IceMeter;Pulse
00C855F7;4EED85ED91C7B05F;0000001421137381;null;52;IceMeter;Pulse
00C85759;70C9850967606C75;0000001121132755;null;71;IceMeter;Pulse
00C8575A;48DC4C7BB46D50B3;0000001121132138;null;20;IceMeter;Pulse
00C85760;2BB550E12C426CF6;0000001121132130;null;22;IceMeter;Pulse
00C8576A;446351B88F5501B2;0000001121133830;null;80;IceMeter;Pulse
00C8576C;3119D2867DA0F70F;0000001121133827;null;59;IceMeter;Pulse
00C85800;E05CA3D2F5184E8A;0000001621143370;null;74;IceMeter;Pulse
00C85995;43F66A577F07F54C;0000001121132136;null;35;IceMeter;Pulse
00C859A0;8C0ABF662C6451CC;0000001221135416;null;58;IceMeter;Pulse
00C859AF;A54CF3BB605D297B;0000001621143484;null;50;IceMeter;Pulse
00C85A28;8FD717F62939925E;0000001621143338;null;77;IceMeter;Pulse
00C85A29;2A778B5755F33550;0000001621143320;null;48;IceMeter;Pulse
00C85A2A;810DADF9AC394FFF;0000001621143342;null;76;IceMeter;Pulse
00C85A32;3B7B4F273791D71D;0000001621143346;null;80;IceMeter;Pulse
00C85BB8;62E350B7F4D85FB7;0000001121132408;null;51;IceMeter;Pulse
00C85BBE;64E0439B5C0FDE9D;0000001221135205;null;36;IceMeter;Pulse
00C85BC1;30E6A9790841AACB;0000001121132699;null;70;IceMeter;Pulse
00C85BC7;06C7D91415A22FD3;0000001221135203;null;22;IceMeter;Pulse
00C85BD3;127ADF1F52505C73;0000001221135213;null;16;IceMeter;Pulse
00C85BD4;BE4BD49196723DE7;0000001121132404;null;49;IceMeter;Pulse
00C85BD6;851AE817200AE255;0000001121132398;null;51;IceMeter;Pulse
00C85BF5;6F845BFD842B5A4A;0000000821125853;null;7;IceMeter;Pulse
00C85C50;1770B51A270AF70F;0000001621143353;null;47;IceMeter;Pulse
00C85C56;C65461BDC85872D0;0000001621143322;null;74;IceMeter;Pulse
00C85C5E;7A43D9FD5795ED57;0000001621143321;null;59;IceMeter;Pulse
00C85DF0;70937DF977190B8B;0000001121132749;null;53;IceMeter;Pulse
00C85DF2;62D615864F1E6368;0000001221135116;null;35;IceMeter;Pulse
00C85DF7;D3275AD9CCCAD7CB;0000001021130334;null;78;IceMeter;Pulse
00C85DFA;F0C9DA596780F3B8;0000001321136339;null;40;IceMeter;Pulse
00C85EA9;FD56AD48CDB97F02;0000001421137328;null;22;IceMeter;Pulse
00C86018;B8F6708D54061FF9;0000001221135396;null;74;IceMeter;Pulse
00C8601E;5944C9BEF51801CC;0000001221135207;null;19;IceMeter;Pulse
00C860CA;8CDA5F333E546E9E;0000001421137442;null;71;IceMeter;Pulse
00C860D7;6C438EDC2992DCEB;0000001621143527;null;69;IceMeter;Pulse
00C8624A;23F57FD78DF4D4E8;0000001121133637;null;38;IceMeter;Pulse
00C8624B;02C375FF1E2AA378;0000001121132907;null;13;IceMeter;Pulse
00C86256;B4BC3588AE109075;0000001121132893;null;11;IceMeter;Pulse
00C86257;255A24546B4D7B99;0000001121132904;null;16;IceMeter;Pulse
00C86259;C0C8DF8B4D303620;0000001221135220;null;21;IceMeter;Pulse
00C86262;4EAE184D46B76D3F;0000001121133195;null;60;IceMeter;Pulse
00C862E6;AA4AE91A03ECC536;0000001621143333;null;51;IceMeter;Pulse
00C862F6;843F3D1F85AAFA0C;0000001621143530;null;69;IceMeter;Pulse
00C863CC;D5DF01D25FB6EA94;0000001621143476;null;24;IceMeter;Pulse
00C86485;B7280B1BF03E424E;0000001121133292;null;70;IceMeter;Pulse
00C864AD;266AC5A32B5FB28A;0000000821126104;null;6;IceMeter;Pulse
00C86506;7B12B8825CBADF80;0000001621143351;null;47;IceMeter;Pulse
00C866AD;3B15C7686570D7F6;0000001021130898;null;56;IceMeter;Pulse
00C866B0;84E21A008DF72747;0000001121133640;null;55;IceMeter;Pulse
00C8673B;58E67807DE53F068;0000001621143358;null;59;IceMeter;Pulse
00C86741;FCF592D882C1ACFA;0000001621143350;null;46;IceMeter;Pulse
00C86766;E531DAAF46D293F2;0000001421136915;null;17;IceMeter;Pulse
00C86966;38E5B06E7ED41FE1;0000001421137372;null;21;IceMeter;Pulse
00C86997;D9E31F9367C41326;0000001421137350;null;47;IceMeter;Pulse
00C869A5;58F48EBC643305B0;0000001421137251;null;11;IceMeter;Pulse
00C86B01;5F6DE802BCFD980F;0000001121132875;null;36;IceMeter;Pulse
00C86B71;7824D904026E1721;0000001421137392;null;46;IceMeter;Pulse
00C86B76;E1E7A5B4254E8060;0000001421137270;null;8;IceMeter;Pulse
00C86CFA;2FA9D3C39DCD5DEF;0000001021130326;null;33;IceMeter;Pulse
00C86CFD;C7C68313C99C60AD;0000001121132004;null;34;IceMeter;Pulse
00C86D03;D2FB8DF9C402A8A5;0000001021131968;null;39;IceMeter;Pulse
00C86D05;39D51A9878661D03;0000001221135219;null;21;IceMeter;Pulse
00C86D09;79003D4C6D15D518;0000001021130316;null;15;IceMeter;Pulse
00C86D0A;985AB2B6C489A64F;0000001021131973;null;10;IceMeter;Pulse
00C86D0B;2A3AF0AD0079D02B;0000001121132190;null;58;IceMeter;Pulse
00C86D0E;FC8C885D4611D3D9;0000001021130248;null;53;IceMeter;Pulse
00C86D0F;E6151E6463E5EFF9;0000001221135221;null;37;IceMeter;Pulse
00C86D90;9B34107792A76E1A;0000001421137309;null;38;IceMeter;Pulse
00C86D97;E4F5788C0E847D55;0000001421137649;null;49;IceMeter;Pulse
00C86F05;318FC44D3B3604F5;0000001021131967;null;45;IceMeter;Pulse
00C86F14;3DFFA94B364092E0;0000001121133841;null;78;IceMeter;Pulse
00C86F1C;924A604936B079E5;0000001121133293;null;38;IceMeter;Pulse
00C86F8C;86944AE6F2781B15;0000001421137547;null;59;IceMeter;Pulse
00C86FA0;CF9A8604C918A58D;0000001421137652;null;45;IceMeter;Pulse
00C86FA9;F0391B85CB3CE428;0000001421137609;null;45;IceMeter;Pulse
00C87112;2C1C5047BF2D6D04;0000001021131972;null;19;IceMeter;Pulse
00C87117;7DA8B0ACF4C90264;0000001121132594;null;18;IceMeter;Pulse
00C8719B;FBBF9E731FAE6CDB;0000001421137296;null;37;IceMeter;Pulse
00C871B4;27ACE4B9BAEE9A51;0000001421137377;null;68;IceMeter;Pulse
00C873A7;1F539C9F93B61AB5;0000001421137618;null;22;IceMeter;Pulse
00C873B0;98AB7EABC1BFDC16;0000001421137451;null;70;IceMeter;Pulse
00C8752A;83D3B6D715671852;0000001121134292;null;18;IceMeter;Pulse
00C8752D;51281005F757F422;0000001021130249;null;14;IceMeter;Pulse
00C875CC;0F1F1D6EC6419AF1;0000001421137476;null;47;IceMeter;Pulse
00C87743;FBB9FEA54B21140D;0000001121134291;null;18;IceMeter;Pulse
00C87748;B098BE1F4C727E7B;0000001221135117;null;14;IceMeter;Pulse
00C87749;83368F62BF64BE97;0000001221135281;null;10;IceMeter;Pulse
00C8774C;99A73CA071DEE0FF;0000001021130226;null;24;IceMeter;Pulse
00C87751;4B6C52EF7BD44240;0000001221135224;null;23;IceMeter;Pulse
00C877D8;CC5DEE6A686D1C9A;0000001421137616;null;21;IceMeter;Pulse
00C87964;DDC0A2A0A5315CF5;0000001021130261;null;80;IceMeter;Pulse
00C87976;35ECC9C585957414;0000001221135482;null;70;IceMeter;Pulse
00C87977;A2C90DCD6864EABE;0000001321136119;null;17;IceMeter;Pulse
00C87982;1F995331259A2B0D;0000001021130240;null;52;IceMeter;Pulse
00C879F3;C35626214F07CBCC;0000001421137656;null;21;IceMeter;Pulse
00C87BA5;8F61499C0BC23829;0000001021130318;null;34;IceMeter;Pulse
00C87BAB;D3608273FDB25073;0000001021130323;null;36;IceMeter;Pulse
00C87BAE;ECAB89D2682692B7;0000001021130241;null;33;IceMeter;Pulse
00C87FF6;F3E1362D49E51398;0000001221135134;null;76;IceMeter;Pulse
00C87FF8;9CF27672F851F580;0000001021130321;null;68;IceMeter;Pulse
00C88005;BAE93B603CBE4C45;0000001221135118;null;21;IceMeter;Pulse
00C8800C;A65FE63574BC44FC;0000001221135392;null;68;IceMeter;Pulse
00C8800D;34010D871363BEB0;0000001121133171;null;80;IceMeter;Pulse
00C88227;67E210EA085EFCB1;0000001021130257;null;78;IceMeter;Pulse
00C88230;5C73D8B1C525B552;0000001221135391;null;58;IceMeter;Pulse
00C882A1;A31AA8E74B6D389E;0000001421137156;null;12;IceMeter;Pulse
00C88457;9F78A6CB808857A3;0000001021131966;null;45;IceMeter;Pulse
00C88458;974906C3E55F8ED6;0000001021130250;null;57;IceMeter;Pulse
00C8845C;5CCC6ED9D80658BA;0000001021130258;null;73;IceMeter;Pulse
00C88DF4;C4AFDA0E907E6CF2;0000001121131993;null;24;IceMeter;Pulse
00C88EA1;DFA5F647BB7D05B3;0000001121132901;null;14;IceMeter;Pulse
00C88EA6;E0AFFFA3CF74FA27;0000001021130352;null;68;IceMeter;Pulse
00C88EB1;9326C22CF07DF18D;0000001121133649;null;56;IceMeter;Pulse
00C88F68;1C4CE81BEF8DA04B;0000001121132910;null;16;IceMeter;Pulse
00C88F6B;84B72FA443CEE970;0000001221134496;null;39;IceMeter;Pulse
00C88FCD;24AD7732BED20366;0000001421137364;null;52;IceMeter;Pulse
00C88FE4;4C38FB8223423819;0000001421136903;null;18;IceMeter;Pulse
00C8906C;1A2DCFF8C32FBCA3;0000001221134861;null;68;IceMeter;Pulse
00C89075;55E6916B28C9365A;0000001221134449;null;78;IceMeter;Pulse
00C8907B;E66F3F0014443F8F;0000001221134529;null;12;IceMeter;Pulse
00C890D5;D39D188DF6D802D5;0000001421136771;null;45;IceMeter;Pulse
00C89173;3CE334A6C9596DDD;0000001221135383;null;59;IceMeter;Pulse
00C89175;DB990B3831666DA7;0000001021130242;null;40;IceMeter;Pulse
00C89177;22EE58AEFE6073BD;0000001221134477;null;37;IceMeter;Pulse
00C8917A;4A096B52A2596CD9;0000001221134479;null;35;IceMeter;Pulse
00C8917C;C0EEF8E0758A057A;0000001221134842;null;60;IceMeter;Pulse
00C89187;4B6908049B5E66AE;0000001121132750;null;24;IceMeter;Pulse
00C89188;3F3FB7B9C22C3D87;0000001221134848;null;71;IceMeter;Pulse
00C89189;B8DAECBFA427D39D;0000001221134494;null;48;IceMeter;Pulse
00C8918A;0E717D1F894D94E9;0000001021130253;null;20;IceMeter;Pulse
00C891E8;BA5EF60041DD8567;0000001421137159;null;18;IceMeter;Pulse
00C892AD;8AD2F6F0CBD825A7;0000001121131983;null;16;IceMeter;Pulse
00C892AE;0E7C8A6FC16FF38C;0000001221135136;null;23;IceMeter;Pulse
00C892AF;7D8B3D62A55143AE;0000001121131990;null;9;IceMeter;Pulse
00C892BE;E7DCBA5348E179F9;0000001221134456;null;71;IceMeter;Pulse
00C892C0;97FD56463820437A;0000001021130317;null;22;IceMeter;Pulse
00C892C4;EEA75E3A34661AAF;0000001021130245;null;37;IceMeter;Pulse
00C892C6;B28BA8974844D8CD;0000001121132756;null;23;IceMeter;Pulse
00C892CC;C062B65DAEEB9DED;0000001021130224;null;58;IceMeter;Pulse
00C89324;4B5DAC6DE8700441;0000001421137399;null;47;IceMeter;Pulse
00C8948E;3F2405825E0CAC51;0000001421137376;null;23;IceMeter;Pulse
00C89594;C1439F786AE5C5D6;0000001221134497;null;69;IceMeter;Pulse
00C8959B;1D139042341FDE6B;0000001221134531;null;9;IceMeter;Pulse
00C895A0;001587C15CC0CE57;0000001221134478;null;24;IceMeter;Pulse
00C895FB;B5BC48E9A3630D4F;0000001421137425;null;68;IceMeter;Pulse
00C89739;BE4419CC92F63955;0000001021130325;null;35;IceMeter;Pulse
00C8973B;C62AEB0C4C8F4D2B;0000001221134450;null;68;IceMeter;Pulse
